,dteday,hr,weekday,cnt_hour,weathersit,cnt_day
14733,2012-09-11,2,Wednesday,6,Clear,7767
14734,2012-09-11,3,Wednesday,8,Clear,7767
14735,2012-09-11,4,Wednesday,9,Clear,7767
14736,2012-09-11,5,Wednesday,44,Clear,7767
14737,2012-09-11,6,Wednesday,211,Clear,7767
14738,2012-09-11,7,Wednesday,596,Clear,7767
14739,2012-09-11,8,Wednesday,750,Clear,7767
14740,2012-09-11,9,Wednesday,358,Clear,7767
14741,2012-09-11,10,Wednesday,196,Clear,7767
14742,2012-09-11,11,Wednesday,247,Clear,7767
14743,2012-09-11,12,Wednesday,316,Clear,7767
14744,2012-09-11,13,Wednesday,328,Clear,7767
14745,2012-09-11,14,Wednesday,255,Clear,7767
14746,2012-09-11,15,Wednesday,326,Clear,7767
14747,2012-09-11,16,Wednesday,536,Clear,7767
14748,2012-09-11,17,Wednesday,970,Clear,7767
14749,2012-09-11,18,Wednesday,877,Clear,7767
14750,2012-09-11,19,Wednesday,596,Clear,7767
14751,2012-09-11,20,Wednesday,461,Clear,7767
14752,2012-09-11,21,Wednesday,310,Clear,7767
14753,2012-09-11,22,Wednesday,216,Clear,7767
14754,2012-09-11,23,Wednesday,109,Clear,7767
14755,2012-09-12,0,Thursday,49,Clear,7870
14756,2012-09-12,1,Thursday,21,Clear,7870
14757,2012-09-12,2,Thursday,11,Clear,7870
14758,2012-09-12,3,Thursday,7,Clear,7870
14759,2012-09-12,4,Thursday,5,Clear,7870
14760,2012-09-12,5,Thursday,48,Clear,7870
14761,2012-09-12,6,Thursday,205,Clear,7870
14762,2012-09-12,7,Thursday,557,Clear,7870
14763,2012-09-12,8,Thursday,770,Clear,7870
14764,2012-09-12,9,Thursday,328,Clear,7870
14765,2012-09-12,10,Thursday,205,Clear,7870
14766,2012-09-12,11,Thursday,232,Clear,7870
14767,2012-09-12,12,Thursday,352,Clear,7870
14768,2012-09-12,13,Thursday,323,Clear,7870
14769,2012-09-12,14,Thursday,278,Clear,7870
14770,2012-09-12,15,Thursday,318,Clear,7870
14771,2012-09-12,16,Thursday,509,Clear,7870
14772,2012-09-12,17,Thursday,925,Clear,7870
14773,2012-09-12,18,Thursday,977,Clear,7870
14774,2012-09-12,19,Thursday,635,Clear,7870
14775,2012-09-12,20,Thursday,470,Clear,7870
14776,2012-09-12,21,Thursday,306,Clear,7870
14777,2012-09-12,22,Thursday,212,Clear,7870
14778,2012-09-12,23,Thursday,127,Clear,7870
14779,2012-09-13,0,Friday,57,Clear,7804
14780,2012-09-13,1,Friday,28,Clear,7804
14781,2012-09-13,2,Friday,9,Clear,7804
14782,2012-09-13,3,Friday,11,Clear,7804
14783,2012-09-13,4,Friday,6,Clear,7804
14784,2012-09-13,5,Friday,57,Clear,7804
14785,2012-09-13,6,Friday,195,Clear,7804
14786,2012-09-13,7,Friday,571,Clear,7804
14787,2012-09-13,8,Friday,758,Clear,7804
14788,2012-09-13,9,Friday,338,Clear,7804
14789,2012-09-13,10,Friday,212,Clear,7804
14790,2012-09-13,11,Friday,254,Clear,7804
14791,2012-09-13,12,Friday,297,Clear,7804
14792,2012-09-13,13,Friday,283,Clear,7804
14793,2012-09-13,14,Friday,274,Clear,7804
14794,2012-09-13,15,Friday,352,Clear,7804
14795,2012-09-13,16,Friday,491,Clear,7804
14796,2012-09-13,17,Friday,884,Clear,7804
14797,2012-09-13,18,Friday,852,Clear,7804
14798,2012-09-13,19,Friday,674,Clear,7804
14799,2012-09-13,20,Friday,463,Clear,7804
14800,2012-09-13,21,Friday,317,Clear,7804
14801,2012-09-13,22,Friday,251,Clear,7804
14802,2012-09-13,23,Friday,170,Clear,7804
14803,2012-09-14,0,Saturday,87,Clear,8009
14804,2012-09-14,1,Saturday,41,Clear,8009
14805,2012-09-14,2,Saturday,30,Clear,8009
14806,2012-09-14,3,Saturday,14,Clear,8009
14807,2012-09-14,4,Saturday,12,Clear,8009
14808,2012-09-14,5,Saturday,41,Clear,8009
14809,2012-09-14,6,Saturday,152,Clear,8009
14810,2012-09-14,7,Saturday,454,Clear,8009
14811,2012-09-14,8,Saturday,766,Clear,8009
14812,2012-09-14,9,Saturday,347,Clear,8009
14813,2012-09-14,10,Saturday,246,Clear,8009
14814,2012-09-14,11,Saturday,280,Clear,8009
14815,2012-09-14,12,Saturday,409,Clear,8009
14816,2012-09-14,13,Saturday,408,Clear,8009
14817,2012-09-14,14,Saturday,371,Clear,8009
14818,2012-09-14,15,Saturday,367,Clear,8009
14819,2012-09-14,16,Saturday,563,Clear,8009
14820,2012-09-14,17,Saturday,894,Clear,8009
14821,2012-09-14,18,Saturday,808,Clear,8009
14822,2012-09-14,19,Saturday,579,Clear,8009
14823,2012-09-14,20,Saturday,404,Clear,8009
14824,2012-09-14,21,Saturday,312,Clear,8009
14825,2012-09-14,22,Saturday,229,Clear,8009
14826,2012-09-14,23,Saturday,195,Clear,8009
14827,2012-09-15,0,Sunday,207,Clear,8714
14828,2012-09-15,1,Sunday,109,Clear,8714
14829,2012-09-15,2,Sunday,93,Clear,8714
14830,2012-09-15,3,Sunday,37,Clear,8714
14831,2012-09-15,4,Sunday,6,Clear,8714
14832,2012-09-15,5,Sunday,16,Clear,8714
14833,2012-09-15,6,Sunday,33,Clear,8714
14834,2012-09-15,7,Sunday,73,Clear,8714
14835,2012-09-15,8,Sunday,212,Clear,8714
14836,2012-09-15,9,Sunday,342,Clear,8714
14837,2012-09-15,10,Sunday,442,Clear,8714
14838,2012-09-15,11,Sunday,627,Clear,8714
14839,2012-09-15,12,Sunday,706,Clear,8714
14840,2012-09-15,13,Sunday,704,Clear,8714
14841,2012-09-15,14,Sunday,715,Clear,8714
14842,2012-09-15,15,Sunday,654,Clear,8714
14843,2012-09-15,16,Sunday,783,Clear,8714
14844,2012-09-15,17,Sunday,729,Clear,8714
14845,2012-09-15,18,Sunday,614,Clear,8714
14846,2012-09-15,19,Sunday,478,Clear,8714
14847,2012-09-15,20,Sunday,330,Clear,8714
14848,2012-09-15,21,Sunday,296,Clear,8714
14849,2012-09-15,22,Sunday,279,Clear,8714
14850,2012-09-15,23,Sunday,229,Clear,8714
14851,2012-09-16,0,Monday,151,Clear,7333
14852,2012-09-16,1,Monday,117,Clear,7333
14853,2012-09-16,2,Monday,89,Clear,7333
14854,2012-09-16,3,Monday,48,Clear,7333
14855,2012-09-16,4,Monday,8,Clear,7333
14856,2012-09-16,5,Monday,13,Clear,7333
14857,2012-09-16,6,Monday,35,Clear,7333
14858,2012-09-16,7,Monday,71,Clear,7333
14859,2012-09-16,8,Monday,128,Clear,7333
14860,2012-09-16,9,Monday,296,Clear,7333
14861,2012-09-16,10,Monday,490,Clear,7333
14862,2012-09-16,11,Monday,559,Clear,7333
14863,2012-09-16,12,Monday,656,Clear,7333
14864,2012-09-16,13,Monday,694,Clear,7333
14865,2012-09-16,14,Monday,635,Clear,7333
14866,2012-09-16,15,Monday,557,Clear,7333
14867,2012-09-16,16,Monday,596,Clear,7333
14868,2012-09-16,17,Monday,570,Clear,7333
14869,2012-09-16,18,Monday,481,Clear,7333
14870,2012-09-16,19,Monday,403,Clear,7333
14871,2012-09-16,20,Monday,324,Clear,7333
14872,2012-09-16,21,Monday,191,Clear,7333
14873,2012-09-16,22,Monday,127,Clear,7333
14874,2012-09-16,23,Monday,94,Clear,7333
14875,2012-09-17,0,Tuesday,45,Mist,6869
14876,2012-09-17,1,Tuesday,21,Mist,6869
14877,2012-09-17,2,Tuesday,13,Mist,6869
14878,2012-09-17,3,Tuesday,7,Mist,6869
14879,2012-09-17,4,Tuesday,11,Mist,6869
14880,2012-09-17,5,Tuesday,45,Mist,6869
14881,2012-09-17,6,Tuesday,164,Mist,6869
14882,2012-09-17,7,Tuesday,492,Mist,6869
14883,2012-09-17,8,Tuesday,683,Mist,6869
14884,2012-09-17,9,Tuesday,299,Mist,6869
14885,2012-09-17,10,Tuesday,202,Mist,6869
14886,2012-09-17,11,Tuesday,252,Mist,6869
14887,2012-09-17,12,Tuesday,295,Mist,6869
14888,2012-09-17,13,Tuesday,343,Mist,6869
14889,2012-09-17,14,Tuesday,332,Mist,6869
14890,2012-09-17,15,Tuesday,338,Mist,6869
14891,2012-09-17,16,Tuesday,453,Mist,6869
14892,2012-09-17,17,Tuesday,842,Mist,6869
14893,2012-09-17,18,Tuesday,774,Mist,6869
14894,2012-09-17,19,Tuesday,486,Mist,6869
14895,2012-09-17,20,Tuesday,340,Mist,6869
14896,2012-09-17,21,Tuesday,233,Mist,6869
14897,2012-09-17,22,Tuesday,129,Mist,6869
14898,2012-09-17,23,Tuesday,70,Mist,6869
14899,2012-09-18,0,Wednesday,13,Mist,4073
14900,2012-09-18,1,Wednesday,5,Mist,4073
14901,2012-09-18,2,Wednesday,4,Mist,4073
14902,2012-09-18,3,Wednesday,6,Mist,4073
14903,2012-09-18,4,Wednesday,7,Mist,4073
14904,2012-09-18,5,Wednesday,48,Mist,4073
14905,2012-09-18,6,Wednesday,167,Mist,4073
14906,2012-09-18,7,Wednesday,356,Mist,4073
14907,2012-09-18,8,Wednesday,672,Mist,4073
14908,2012-09-18,9,Wednesday,293,Mist,4073
14909,2012-09-18,10,Wednesday,160,Mist,4073
14910,2012-09-18,11,Wednesday,151,Mist,4073
14911,2012-09-18,12,Wednesday,88,Mist,4073
14912,2012-09-18,13,Wednesday,114,Mist,4073
14913,2012-09-18,14,Wednesday,143,Mist,4073
14914,2012-09-18,15,Wednesday,36,Mist,4073
14915,2012-09-18,16,Wednesday,141,Mist,4073
14916,2012-09-18,17,Wednesday,338,Mist,4073
14917,2012-09-18,18,Wednesday,281,Mist,4073
14918,2012-09-18,19,Wednesday,324,Mist,4073
14919,2012-09-18,20,Wednesday,290,Mist,4073
14920,2012-09-18,21,Wednesday,207,Mist,4073
14921,2012-09-18,22,Wednesday,151,Mist,4073
14922,2012-09-18,23,Wednesday,78,Mist,4073
14923,2012-09-19,0,Thursday,26,Clear,7591
14924,2012-09-19,1,Thursday,12,Clear,7591
14925,2012-09-19,2,Thursday,3,Clear,7591
14926,2012-09-19,3,Thursday,5,Clear,7591
14927,2012-09-19,4,Thursday,10,Clear,7591
14928,2012-09-19,5,Thursday,56,Clear,7591
14929,2012-09-19,6,Thursday,172,Clear,7591
14930,2012-09-19,7,Thursday,545,Clear,7591
14931,2012-09-19,8,Thursday,797,Clear,7591
14932,2012-09-19,9,Thursday,362,Clear,7591
14933,2012-09-19,10,Thursday,192,Clear,7591
14934,2012-09-19,11,Thursday,247,Clear,7591
14935,2012-09-19,12,Thursday,313,Clear,7591
14936,2012-09-19,13,Thursday,289,Clear,7591
14937,2012-09-19,14,Thursday,286,Clear,7591
14938,2012-09-19,15,Thursday,311,Clear,7591
14939,2012-09-19,16,Thursday,466,Clear,7591
14940,2012-09-19,17,Thursday,886,Clear,7591
14941,2012-09-19,18,Thursday,892,Clear,7591
14942,2012-09-19,19,Thursday,611,Clear,7591
14943,2012-09-19,20,Thursday,409,Clear,7591
14944,2012-09-19,21,Thursday,349,Clear,7591
14945,2012-09-19,22,Thursday,229,Clear,7591
14946,2012-09-19,23,Thursday,123,Clear,7591
14947,2012-09-20,0,Friday,58,Clear,7720
14948,2012-09-20,1,Friday,18,Clear,7720
14949,2012-09-20,2,Friday,11,Clear,7720
14950,2012-09-20,3,Friday,6,Clear,7720
14951,2012-09-20,4,Friday,6,Clear,7720
14952,2012-09-20,5,Friday,56,Clear,7720
14953,2012-09-20,6,Friday,170,Clear,7720
14954,2012-09-20,7,Friday,534,Clear,7720
14955,2012-09-20,8,Friday,790,Clear,7720
14956,2012-09-20,9,Friday,355,Clear,7720
14957,2012-09-20,10,Friday,190,Clear,7720
14958,2012-09-20,11,Friday,243,Clear,7720
14959,2012-09-20,12,Friday,290,Clear,7720
14960,2012-09-20,13,Friday,336,Clear,7720
14961,2012-09-20,14,Friday,298,Clear,7720
14962,2012-09-20,15,Friday,291,Clear,7720
14963,2012-09-20,16,Friday,457,Clear,7720
14964,2012-09-20,17,Friday,976,Clear,7720
14965,2012-09-20,18,Friday,900,Clear,7720
14966,2012-09-20,19,Friday,603,Clear,7720
14967,2012-09-20,20,Friday,417,Clear,7720
14968,2012-09-20,21,Friday,274,Clear,7720
14969,2012-09-20,22,Friday,287,Clear,7720
14970,2012-09-20,23,Friday,154,Clear,7720
14971,2012-09-21,0,Saturday,66,Clear,8167
14972,2012-09-21,1,Saturday,49,Clear,8167
14973,2012-09-21,2,Saturday,14,Clear,8167
14974,2012-09-21,3,Saturday,12,Clear,8167
14975,2012-09-21,4,Saturday,10,Clear,8167
14976,2012-09-21,5,Saturday,49,Clear,8167
14977,2012-09-21,6,Saturday,165,Clear,8167
14978,2012-09-21,7,Saturday,503,Clear,8167
14979,2012-09-21,8,Saturday,757,Clear,8167
14980,2012-09-21,9,Saturday,383,Clear,8167
14981,2012-09-21,10,Saturday,225,Clear,8167
14982,2012-09-21,11,Saturday,321,Clear,8167
14983,2012-09-21,12,Saturday,389,Clear,8167
14984,2012-09-21,13,Saturday,421,Clear,8167
14985,2012-09-21,14,Saturday,412,Clear,8167
14986,2012-09-21,15,Saturday,423,Clear,8167
14987,2012-09-21,16,Saturday,567,Clear,8167
14988,2012-09-21,17,Saturday,846,Clear,8167
14989,2012-09-21,18,Saturday,805,Clear,8167
14990,2012-09-21,19,Saturday,588,Clear,8167
14991,2012-09-21,20,Saturday,369,Clear,8167
14992,2012-09-21,21,Saturday,312,Clear,8167
14993,2012-09-21,22,Saturday,295,Clear,8167
14994,2012-09-21,23,Saturday,186,Clear,8167
14995,2012-09-22,0,Sunday,172,Clear,8395
14996,2012-09-22,1,Sunday,124,Clear,8395
14997,2012-09-22,2,Sunday,83,Clear,8395
14998,2012-09-22,3,Sunday,45,Clear,8395
14999,2012-09-22,4,Sunday,15,Clear,8395
15000,2012-09-22,5,Sunday,17,Clear,8395
15001,2012-09-22,6,Sunday,41,Clear,8395
15002,2012-09-22,7,Sunday,77,Clear,8395
15003,2012-09-22,8,Sunday,218,Clear,8395
15004,2012-09-22,9,Sunday,377,Clear,8395
15005,2012-09-22,10,Sunday,474,Clear,8395
15006,2012-09-22,11,Sunday,626,Clear,8395
15007,2012-09-22,12,Sunday,688,Clear,8395
15008,2012-09-22,13,Sunday,707,Clear,8395
15009,2012-09-22,14,Sunday,654,Clear,8395
15010,2012-09-22,15,Sunday,750,Clear,8395
15011,2012-09-22,16,Sunday,680,Clear,8395
15012,2012-09-22,17,Sunday,646,Clear,8395
15013,2012-09-22,18,Sunday,598,Clear,8395
15014,2012-09-22,19,Sunday,407,Clear,8395
15015,2012-09-22,20,Sunday,325,Clear,8395
15016,2012-09-22,21,Sunday,261,Clear,8395
15017,2012-09-22,22,Sunday,239,Clear,8395
15018,2012-09-22,23,Sunday,171,Clear,8395
15019,2012-09-23,0,Monday,180,Clear,7907
15020,2012-09-23,1,Monday,142,Clear,7907
15021,2012-09-23,2,Monday,95,Clear,7907
15022,2012-09-23,3,Monday,54,Clear,7907
15023,2012-09-23,4,Monday,10,Clear,7907
15024,2012-09-23,5,Monday,6,Clear,7907
15025,2012-09-23,6,Monday,16,Clear,7907
15026,2012-09-23,7,Monday,57,Clear,7907
15027,2012-09-23,8,Monday,175,Clear,7907
15028,2012-09-23,9,Monday,276,Clear,7907
15029,2012-09-23,10,Monday,489,Clear,7907
15030,2012-09-23,11,Monday,570,Clear,7907
15031,2012-09-23,12,Monday,776,Clear,7907
15032,2012-09-23,13,Monday,702,Clear,7907
15033,2012-09-23,14,Monday,666,Clear,7907
15034,2012-09-23,15,Monday,640,Clear,7907
15035,2012-09-23,16,Monday,691,Clear,7907
15036,2012-09-23,17,Monday,723,Clear,7907
15037,2012-09-23,18,Monday,540,Clear,7907
15038,2012-09-23,19,Monday,413,Clear,7907
15039,2012-09-23,20,Monday,252,Clear,7907
15040,2012-09-23,21,Monday,196,Clear,7907
15041,2012-09-23,22,Monday,138,Clear,7907
15042,2012-09-23,23,Monday,100,Clear,7907
15043,2012-09-24,0,Tuesday,64,Clear,7436
15044,2012-09-24,1,Tuesday,18,Clear,7436
15045,2012-09-24,2,Tuesday,8,Clear,7436
15046,2012-09-24,3,Tuesday,5,Clear,7436
15047,2012-09-24,4,Tuesday,8,Clear,7436
15048,2012-09-24,5,Tuesday,37,Clear,7436
15049,2012-09-24,6,Tuesday,168,Clear,7436
15050,2012-09-24,7,Tuesday,530,Clear,7436
15051,2012-09-24,8,Tuesday,750,Clear,7436
15052,2012-09-24,9,Tuesday,328,Clear,7436
15053,2012-09-24,10,Tuesday,198,Clear,7436
15054,2012-09-24,11,Tuesday,238,Clear,7436
15055,2012-09-24,12,Tuesday,342,Clear,7436
15056,2012-09-24,13,Tuesday,328,Clear,7436
15057,2012-09-24,14,Tuesday,303,Clear,7436
15058,2012-09-24,15,Tuesday,300,Clear,7436
15059,2012-09-24,16,Tuesday,516,Clear,7436
15060,2012-09-24,17,Tuesday,898,Clear,7436
15061,2012-09-24,18,Tuesday,853,Clear,7436
15062,2012-09-24,19,Tuesday,590,Clear,7436
15063,2012-09-24,20,Tuesday,432,Clear,7436
15064,2012-09-24,21,Tuesday,256,Clear,7436
15065,2012-09-24,22,Tuesday,172,Clear,7436
15066,2012-09-24,23,Tuesday,94,Clear,7436
15067,2012-09-25,0,Wednesday,64,Clear,7538
15068,2012-09-25,1,Wednesday,13,Clear,7538
15069,2012-09-25,2,Wednesday,14,Clear,7538
15070,2012-09-25,3,Wednesday,5,Clear,7538
15071,2012-09-25,4,Wednesday,9,Clear,7538
15072,2012-09-25,5,Wednesday,47,Clear,7538
15073,2012-09-25,6,Wednesday,194,Clear,7538
15074,2012-09-25,7,Wednesday,556,Clear,7538
15075,2012-09-25,8,Wednesday,805,Clear,7538
15076,2012-09-25,9,Wednesday,409,Clear,7538
15077,2012-09-25,10,Wednesday,170,Clear,7538
15078,2012-09-25,11,Wednesday,218,Clear,7538
15079,2012-09-25,12,Wednesday,302,Clear,7538
15080,2012-09-25,13,Wednesday,305,Clear,7538
15081,2012-09-25,14,Wednesday,293,Clear,7538
15082,2012-09-25,15,Wednesday,303,Clear,7538
15083,2012-09-25,16,Wednesday,495,Clear,7538
15084,2012-09-25,17,Wednesday,967,Clear,7538
15085,2012-09-25,18,Wednesday,822,Clear,7538
15086,2012-09-25,19,Wednesday,539,Clear,7538
15087,2012-09-25,20,Wednesday,425,Clear,7538
15088,2012-09-25,21,Wednesday,297,Clear,7538
15089,2012-09-25,22,Wednesday,188,Clear,7538
15090,2012-09-25,23,Wednesday,98,Clear,7538
15091,2012-09-26,0,Thursday,40,Clear,7733
15092,2012-09-26,1,Thursday,29,Clear,7733
15093,2012-09-26,2,Thursday,17,Clear,7733
15094,2012-09-26,3,Thursday,10,Clear,7733
15095,2012-09-26,4,Thursday,14,Clear,7733
15096,2012-09-26,5,Thursday,36,Clear,7733
15097,2012-09-26,6,Thursday,182,Clear,7733
15098,2012-09-26,7,Thursday,532,Clear,7733
15099,2012-09-26,8,Thursday,838,Clear,7733
15100,2012-09-26,9,Thursday,334,Clear,7733
15101,2012-09-26,10,Thursday,185,Clear,7733
15102,2012-09-26,11,Thursday,227,Clear,7733
15103,2012-09-26,12,Thursday,316,Clear,7733
15104,2012-09-26,13,Thursday,340,Clear,7733
15105,2012-09-26,14,Thursday,277,Clear,7733
15106,2012-09-26,15,Thursday,300,Clear,7733
15107,2012-09-26,16,Thursday,468,Clear,7733
15108,2012-09-26,17,Thursday,953,Clear,7733
15109,2012-09-26,18,Thursday,884,Clear,7733
15110,2012-09-26,19,Thursday,627,Clear,7733
15111,2012-09-26,20,Thursday,434,Clear,7733
15112,2012-09-26,21,Thursday,360,Clear,7733
15113,2012-09-26,22,Thursday,215,Clear,7733
15114,2012-09-26,23,Thursday,115,Clear,7733
15115,2012-09-27,0,Friday,65,Mist,7393
15116,2012-09-27,1,Friday,21,Mist,7393
15117,2012-09-27,2,Friday,16,Mist,7393
15118,2012-09-27,3,Friday,7,Mist,7393
15119,2012-09-27,4,Friday,8,Mist,7393
15120,2012-09-27,5,Friday,66,Mist,7393
15121,2012-09-27,6,Friday,169,Mist,7393
15122,2012-09-27,7,Friday,558,Mist,7393
15123,2012-09-27,8,Friday,794,Mist,7393
15124,2012-09-27,9,Friday,335,Mist,7393
15125,2012-09-27,10,Friday,208,Mist,7393
15126,2012-09-27,11,Friday,294,Mist,7393
15127,2012-09-27,12,Friday,335,Mist,7393
15128,2012-09-27,13,Friday,326,Mist,7393
15129,2012-09-27,14,Friday,258,Mist,7393
15130,2012-09-27,15,Friday,296,Mist,7393
15131,2012-09-27,16,Friday,472,Mist,7393
15132,2012-09-27,17,Friday,905,Mist,7393
15133,2012-09-27,18,Friday,899,Mist,7393
15134,2012-09-27,19,Friday,559,Mist,7393
15135,2012-09-27,20,Friday,457,Mist,7393
15136,2012-09-27,21,Friday,253,Mist,7393
15137,2012-09-27,22,Friday,47,Mist,7393
15138,2012-09-27,23,Friday,45,Mist,7393
15139,2012-09-28,0,Saturday,17,Mist,7415
15140,2012-09-28,1,Saturday,13,Mist,7415
15141,2012-09-28,2,Saturday,10,Mist,7415
15142,2012-09-28,3,Saturday,7,Mist,7415
15143,2012-09-28,4,Saturday,12,Mist,7415
15144,2012-09-28,5,Saturday,38,Mist,7415
15145,2012-09-28,6,Saturday,138,Mist,7415
15146,2012-09-28,7,Saturday,394,Mist,7415
15147,2012-09-28,8,Saturday,705,Mist,7415
15148,2012-09-28,9,Saturday,426,Mist,7415
15149,2012-09-28,10,Saturday,245,Mist,7415
15150,2012-09-28,11,Saturday,361,Mist,7415
15151,2012-09-28,12,Saturday,380,Mist,7415
15152,2012-09-28,13,Saturday,410,Mist,7415
15153,2012-09-28,14,Saturday,399,Mist,7415
15154,2012-09-28,15,Saturday,392,Mist,7415
15155,2012-09-28,16,Saturday,502,Mist,7415
15156,2012-09-28,17,Saturday,808,Mist,7415
15157,2012-09-28,18,Saturday,667,Mist,7415
15158,2012-09-28,19,Saturday,508,Mist,7415
15159,2012-09-28,20,Saturday,336,Mist,7415
15160,2012-09-28,21,Saturday,237,Mist,7415
15161,2012-09-28,22,Saturday,220,Mist,7415
15162,2012-09-28,23,Saturday,190,Mist,7415
15163,2012-09-29,0,Sunday,149,Clear,8555
15164,2012-09-29,1,Sunday,101,Clear,8555
15165,2012-09-29,2,Sunday,92,Clear,8555
15166,2012-09-29,3,Sunday,29,Clear,8555
15167,2012-09-29,4,Sunday,14,Clear,8555
15168,2012-09-29,5,Sunday,15,Clear,8555
15169,2012-09-29,6,Sunday,37,Clear,8555
15170,2012-09-29,7,Sunday,73,Clear,8555
15171,2012-09-29,8,Sunday,211,Clear,8555
15172,2012-09-29,9,Sunday,332,Clear,8555
15173,2012-09-29,10,Sunday,472,Clear,8555
15174,2012-09-29,11,Sunday,663,Clear,8555
15175,2012-09-29,12,Sunday,682,Clear,8555
15176,2012-09-29,13,Sunday,686,Clear,8555
15177,2012-09-29,14,Sunday,750,Clear,8555
15178,2012-09-29,15,Sunday,727,Clear,8555
15179,2012-09-29,16,Sunday,722,Clear,8555
15180,2012-09-29,17,Sunday,712,Clear,8555
15181,2012-09-29,18,Sunday,594,Clear,8555
15182,2012-09-29,19,Sunday,470,Clear,8555
15183,2012-09-29,20,Sunday,315,Clear,8555
15184,2012-09-29,21,Sunday,292,Clear,8555
15185,2012-09-29,22,Sunday,221,Clear,8555
15186,2012-09-29,23,Sunday,196,Clear,8555
15187,2012-09-30,0,Monday,147,Clear,6889
15188,2012-09-30,1,Monday,116,Clear,6889
15189,2012-09-30,2,Monday,92,Clear,6889
15190,2012-09-30,3,Monday,58,Clear,6889
15191,2012-09-30,4,Monday,7,Clear,6889
15192,2012-09-30,5,Monday,10,Clear,6889
15193,2012-09-30,6,Monday,22,Clear,6889
15194,2012-09-30,7,Monday,57,Clear,6889
15195,2012-09-30,8,Monday,144,Clear,6889
15196,2012-09-30,9,Monday,285,Clear,6889
15197,2012-09-30,10,Monday,479,Clear,6889
15198,2012-09-30,11,Monday,591,Clear,6889
15199,2012-09-30,12,Monday,680,Clear,6889
15200,2012-09-30,13,Monday,594,Clear,6889
15201,2012-09-30,14,Monday,612,Clear,6889
15202,2012-09-30,15,Monday,649,Clear,6889
15203,2012-09-30,16,Monday,648,Clear,6889
15204,2012-09-30,17,Monday,575,Clear,6889
15205,2012-09-30,18,Monday,401,Clear,6889
15206,2012-09-30,19,Monday,257,Clear,6889
15207,2012-09-30,20,Monday,194,Clear,6889
15208,2012-09-30,21,Monday,123,Clear,6889
15209,2012-09-30,22,Monday,91,Clear,6889
15210,2012-09-30,23,Monday,57,Clear,6889
15211,2012-10-01,0,Tuesday,45,Mist,6778
15212,2012-10-01,1,Tuesday,18,Mist,6778
15213,2012-10-01,2,Tuesday,12,Mist,6778
15214,2012-10-01,3,Tuesday,7,Mist,6778
15215,2012-10-01,4,Tuesday,10,Mist,6778
15216,2012-10-01,5,Tuesday,36,Mist,6778
15217,2012-10-01,6,Tuesday,155,Mist,6778
15218,2012-10-01,7,Tuesday,483,Mist,6778
15219,2012-10-01,8,Tuesday,784,Mist,6778
15220,2012-10-01,9,Tuesday,340,Mist,6778
15221,2012-10-01,10,Tuesday,179,Mist,6778
15222,2012-10-01,11,Tuesday,272,Mist,6778
15223,2012-10-01,12,Tuesday,323,Mist,6778
15224,2012-10-01,13,Tuesday,305,Mist,6778
15225,2012-10-01,14,Tuesday,244,Mist,6778
15226,2012-10-01,15,Tuesday,329,Mist,6778
15227,2012-10-01,16,Tuesday,459,Mist,6778
15228,2012-10-01,17,Tuesday,856,Mist,6778
15229,2012-10-01,18,Tuesday,613,Mist,6778
15230,2012-10-01,19,Tuesday,516,Mist,6778
15231,2012-10-01,20,Tuesday,262,Mist,6778
15232,2012-10-01,21,Tuesday,218,Mist,6778
15233,2012-10-01,22,Tuesday,207,Mist,6778
15234,2012-10-01,23,Tuesday,105,Mist,6778
15235,2012-10-02,0,Wednesday,31,Light Rain/Snow,4639
15236,2012-10-02,1,Wednesday,11,Light Rain/Snow,4639
15237,2012-10-02,2,Wednesday,2,Light Rain/Snow,4639
15238,2012-10-02,3,Wednesday,5,Light Rain/Snow,4639
15239,2012-10-02,4,Wednesday,10,Light Rain/Snow,4639
15240,2012-10-02,5,Wednesday,43,Light Rain/Snow,4639
15241,2012-10-02,6,Wednesday,179,Light Rain/Snow,4639
15242,2012-10-02,7,Wednesday,260,Light Rain/Snow,4639
15243,2012-10-02,8,Wednesday,134,Light Rain/Snow,4639
15244,2012-10-02,9,Wednesday,86,Light Rain/Snow,4639
15245,2012-10-02,10,Wednesday,45,Light Rain/Snow,4639
15246,2012-10-02,11,Wednesday,99,Light Rain/Snow,4639
15247,2012-10-02,12,Wednesday,104,Light Rain/Snow,4639
15248,2012-10-02,13,Wednesday,154,Light Rain/Snow,4639
15249,2012-10-02,14,Wednesday,163,Light Rain/Snow,4639
15250,2012-10-02,15,Wednesday,209,Light Rain/Snow,4639
15251,2012-10-02,16,Wednesday,374,Light Rain/Snow,4639
15252,2012-10-02,17,Wednesday,715,Light Rain/Snow,4639
15253,2012-10-02,18,Wednesday,687,Light Rain/Snow,4639
15254,2012-10-02,19,Wednesday,395,Light Rain/Snow,4639
15255,2012-10-02,20,Wednesday,306,Light Rain/Snow,4639
15256,2012-10-02,21,Wednesday,289,Light Rain/Snow,4639
15257,2012-10-02,22,Wednesday,240,Light Rain/Snow,4639
15258,2012-10-02,23,Wednesday,98,Light Rain/Snow,4639
15259,2012-10-03,0,Thursday,52,Mist,7572
15260,2012-10-03,1,Thursday,19,Mist,7572
15261,2012-10-03,2,Thursday,9,Mist,7572
15262,2012-10-03,3,Thursday,7,Mist,7572
